48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,17.0,5.906979,26.93968
48.0,17.0,5.906979,26.93968
48.0,17.0,5.906979,26.93968
48.0,17.0,5.906979,26.93968
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
48.0,19.0,7.735934,25.641598
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,21.0,9.871099,25.005146
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
49.0,27.0,15.360502,27.356686
